county,rep_unit,total,rep,dem,year,office
DANE,CITY OF SUN PRAIRIE WARD 17,460,106,350,2022,governor
DANE,CITY OF SUN PRAIRIE WARD 18,461,109,347,2022,governor
DANE,CITY OF SUN PRAIRIE WARD 19,701,157,540,2022,governor
DANE,CITY OF SUN PRAIRIE WARD 20,609,133,471,2022,governor
DANE,CITY OF SUN PRAIRIE WARD 21,658,126,529,2022,governor
DANE,CITY OF SUN PRAIRIE WARD 22,831,215,611,2022,governor
DANE,CITY OF SUN PRAIRIE WARD 23,913,233,669,2022,governor
DANE,CITY OF SUN PRAIRIE WARD 24,278,41,232,2022,governor
DANE,CITY OF SUN PRAIRIE WARD 25,781,203,572,2022,governor
DANE,CITY OF SUN PRAIRIE WARD 26,907,273,632,2022,governor
DANE,CITY OF SUN PRAIRIE WARD 27,538,149,386,2022,governor
DANE,CITY OF SUN PRAIRIE WARD 28,0,0,0,2022,governor
DANE,CITY OF SUN PRAIRIE WARD 29,0,0,0,2022,governor
DANE,CITY OF SUN PRAIRIE WARD 30,0,0,0,2022,governor
DANE,"CITY OF VERONA WARDS 1-6,13",3666,881,2740,2022,governor
DANE,CITY OF VERONA WARDS 7-12,4133,903,3201,2022,governor
DODGE,TOWN OF ASHIPPUN WARDS 1-4,1553,1183,362,2022,governor
DODGE,"TOWN OF BEAVER DAM WARDS 1-2,7-12",612,351,258,2022,governor
DODGE,TOWN OF BEAVER DAM WARDS 3-6,1411,783,617,2022,governor
DODGE,TOWN OF BURNETT WARDS 1-2,452,315,132,2022,governor
DODGE,TOWN OF CALAMUS WARDS 1-2,499,309,185,2022,governor
DODGE,TOWN OF CHESTER WARDS 1-2,314,231,82,2022,governor
DODGE,TOWN OF CLYMAN WARD 1,413,318,89,2022,governor
DODGE,TOWN OF ELBA WARDS 1-2,548,317,228,2022,governor
DODGE,TOWN OF EMMET WARDS 1-2,737,565,168,2022,governor
DODGE,TOWN OF FOX LAKE WARDS 1-4,688,483,200,2022,governor
DODGE,TOWN OF HERMAN WARDS 1-2,703,584,114,2022,governor
DODGE,TOWN OF HUBBARD WARDS 1-2,988,668,311,2022,governor
DODGE,TOWN OF HUSTISFORD WARDS 1-2,797,629,160,2022,governor
DODGE,TOWN OF LEBANON WARDS 1-3,834,625,200,2022,governor
DODGE,TOWN OF LEROY WARDS 1-2,525,427,95,2022,governor
DODGE,TOWN OF LOMIRA WARDS 1-2,633,525,100,2022,governor
DODGE,TOWN OF LOMIRA WARD 3,3,3,0,2022,governor
DODGE,TOWN OF LOWELL WARD 1,246,179,66,2022,governor
DODGE,TOWN OF LOWELL WARDS 2-4,283,201,78,2022,governor
DODGE,TOWN OF OAK GROVE WARDS 1-2,542,373,163,2022,governor
DODGE,TOWN OF PORTLAND WARDS 1-2,567,358,205,2022,governor
DODGE,TOWN OF RUBICON WARDS 1-3,1306,1059,239,2022,governor
DODGE,TOWN OF SHIELDS WARD 1,308,217,88,2022,governor
DODGE,"TOWN OF THERESA WARDS 1,4",225,187,35,2022,governor
DODGE,TOWN OF THERESA WARDS 2-3,375,300,74,2022,governor
DODGE,TOWN OF TRENTON WARDS 1-3,656,473,176,2022,governor
DODGE,TOWN OF WESTFORD WARDS 1-3,675,403,264,2022,governor
DODGE,TOWN OF WESTFORD WARD 4,10,9,1,2022,governor
DODGE,TOWN OF WILLIAMSTOWN WARD 1,0,0,0,2022,governor
DODGE,VILLAGE OF BROWNSVILLE WARD 1,380,284,92,2022,governor
DODGE,VILLAGE OF CLYMAN WARD 1,124,82,39,2022,governor
DODGE,VILLAGE OF HUSTISFORD WARDS 1-2,527,391,130,2022,governor
DODGE,VILLAGE OF IRON RIDGE WARD 1,448,322,115,2022,governor
DODGE,VILLAGE OF KEKOSKEE WARDS 1-2,510,402,105,2022,governor
DODGE,VILLAGE OF LOMIRA WARDS 1-3,1120,816,292,2022,governor
DODGE,VILLAGE OF LOWELL WARD 1,129,86,42,2022,governor
DODGE,VILLAGE OF NEOSHO WARD 1,303,232,65,2022,governor
DODGE,VILLAGE OF RANDOLPH WARDS 1-2,521,341,175,2022,governor
DODGE,VILLAGE OF REESEVILLE WARD 1,277,172,103,2022,governor
DODGE,VILLAGE OF THERESA WARDS 1-3,676,505,162,2022,governor
DODGE,"CITY OF BEAVER DAM WARDS 1-2,4,16",1083,472,594,2022,governor
DODGE,"CITY OF BEAVER DAM WARDS 3,5-7",823,410,401,2022,governor
DODGE,"CITY OF BEAVER DAM WARDS 8,11,19-20,23",1662,774,878,2022,governor
DODGE,"CITY OF BEAVER DAM WARDS 9-10,12-15",1393,642,734,2022,governor
DODGE,"CITY OF BEAVER DAM WARDS 17-18,21-22,24",1164,516,626,2022,governor
DODGE,CITY OF BEAVER DAM WARD 25,0,0,0,2022,governor
DODGE,CITY OF BEAVER DAM WARD 26,0,0,0,2022,governor
DODGE,CITY OF COLUMBUS WARD 9,0,0,0,2022,governor
DODGE,CITY OF FOX LAKE WARDS 1-3,640,390,240,2022,governor
DODGE,CITY OF HARTFORD WARD 11,6,5,1,2022,governor
DODGE,CITY OF HORICON WARDS 1-6,1557,948,582,2022,governor
DODGE,CITY OF JUNEAU WARDS 1-3,867,536,319,2022,governor
DODGE,CITY OF MAYVILLE WARDS 1-6,2325,1507,787,2022,governor
DODGE,CITY OF WATERTOWN WARDS 1-2,1323,796,512,2022,governor
DODGE,CITY OF WATERTOWN WARDS 3-4,991,631,345,2022,governor
DODGE,CITY OF WATERTOWN WARDS 5-7,1022,657,352,2022,governor
DODGE,CITY OF WATERTOWN WARD 8,410,257,152,2022,governor
DODGE,CITY OF WAUPUN WARDS 1-8,1898,1179,707,2022,governor
DODGE,CITY OF WAUPUN WARDS 13-15,0,0,0,2022,governor
DOOR,TOWN OF BAILEYS HARBOR WARDS 1-3,829,314,509,2022,governor
DOOR,TOWN OF BRUSSELS WARDS 1-2,580,389,182,2022,governor
DOOR,TOWN OF CLAY BANKS WARD 1,237,121,113,2022,governor
DOOR,TOWN OF EGG HARBOR WARDS 1-3,974,459,509,2022,governor
DOOR,TOWN OF FORESTVILLE WARDS 1-2,550,338,203,2022,governor
DOOR,TOWN OF GARDNER WARDS 1-2,715,439,261,2022,governor
DOOR,TOWN OF GIBRALTAR WARDS 1-2,883,359,513,2022,governor
DOOR,TOWN OF JACKSONPORT WARDS 1-2,570,286,283,2022,governor
DOOR,TOWN OF LIBERTY GROVE WARDS 1-3,1406,557,841,2022,governor
DOOR,TOWN OF NASEWAUPEE WARDS 1-4,1141,628,507,2022,governor
DOOR,TOWN OF SEVASTOPOL WARDS 1-5,1833,924,896,2022,governor
DOOR,TOWN OF STURGEON BAY WARDS 1-2,468,259,204,2022,governor
DOOR,TOWN OF UNION WARDS 1-2,614,393,210,2022,governor
DOOR,TOWN OF WASHINGTON WARD 1,564,274,280,2022,governor
DOOR,VILLAGE OF EGG HARBOR WARD 1,253,95,158,2022,governor
DOOR,VILLAGE OF EPHRAIM WARDS 1-2,244,104,139,2022,governor
DOOR,VILLAGE OF FORESTVILLE WARD 1,229,134,91,2022,governor
DOOR,VILLAGE OF SISTER BAY WARDS 1-2,706,248,455,2022,governor
DOOR,CITY OF STURGEON BAY WARDS 1-9,1951,745,1170,2022,governor
DOOR,CITY OF STURGEON BAY WARDS 10-15,1371,591,773,2022,governor
DOOR,CITY OF STURGEON BAY WARDS 16-21,1187,488,687,2022,governor
DOUGLAS,TOWN OF AMNICON WARDS 1-2,566,280,284,2022,governor
DOUGLAS,TOWN OF BENNETT WARD 1,371,204,163,2022,governor
DOUGLAS,TOWN OF BRULE WARD 1,343,136,202,2022,governor
DOUGLAS,TOWN OF CLOVERLAND WARD 1,103,55,48,2022,governor
DOUGLAS,TOWN OF DAIRYLAND WARD 1,109,86,21,2022,governor
DOUGLAS,TOWN OF GORDON WARD 1,406,232,168,2022,governor
DOUGLAS,TOWN OF HAWTHORNE WARDS 1-2,469,277,190,2022,governor
DOUGLAS,TOWN OF HIGHLAND WARD 1,195,87,104,2022,governor
DOUGLAS,TOWN OF LAKESIDE WARD 1,358,181,173,2022,governor
DOUGLAS,TOWN OF MAPLE WARD 1,354,150,200,2022,governor
DOUGLAS,TOWN OF OAKLAND WARDS 1-2,580,265,308,2022,governor
DOUGLAS,TOWN OF PARKLAND WARDS 1-2,508,224,277,2022,governor
DOUGLAS,"TOWN OF SOLON SPRINGS WARDS 1,2",542,321,216,2022,governor
DOUGLAS,TOWN OF SUMMIT WARDS 1-2,496,213,276,2022,governor
DOUGLAS,TOWN OF SUPERIOR WARDS 1-3,1094,525,559,2022,governor
DOUGLAS,TOWN OF WASCOTT WARD 1,523,277,245,2022,governor
DOUGLAS,VILLAGE OF LAKE NEBAGAMON WARDS 1-2,643,341,299,2022,governor
DOUGLAS,VILLAGE OF OLIVER WARD 1,199,80,116,2022,governor
DOUGLAS,VILLAGE OF POPLAR WARD 1,319,199,117,2022,governor
DOUGLAS,VILLAGE OF SOLON SPRINGS WARD 1,300,145,151,2022,governor
DOUGLAS,VILLAGE OF SUPERIOR WARD 1,349,141,207,2022,governor
DOUGLAS,CITY OF SUPERIOR WARDS 1-5,2053,770,1261,2022,governor
DOUGLAS,CITY OF SUPERIOR WARDS 6-10,2168,818,1323,2022,governor
DOUGLAS,CITY OF SUPERIOR WARDS 11-16,1990,618,1344,2022,governor
DOUGLAS,CITY OF SUPERIOR WARDS 17-22,2234,816,1390,2022,governor
DOUGLAS,CITY OF SUPERIOR WARDS 23-28,1367,382,964,2022,governor
DUNN,TOWN OF COLFAX WARDS 1-3,573,352,215,2022,governor
DUNN,TOWN OF DUNN WARDS 1-2,710,397,298,2022,governor
DUNN,TOWN OF EAU GALLE WARD 1,392,266,123,2022,governor
DUNN,TOWN OF ELK MOUND WARDS 1-3,830,519,299,2022,governor
DUNN,TOWN OF GRANT WARDS 1-2,221,140,79,2022,governor
DUNN,TOWN OF HAY RIVER WARDS 1-2,273,167,104,2022,governor
DUNN,TOWN OF LUCAS WARD 1,355,236,117,2022,governor
DUNN,TOWN OF MENOMONIE WARDS 1-5,1553,863,676,2022,governor
DUNN,TOWN OF NEW HAVEN WARD 1,292,198,91,2022,governor
DUNN,TOWN OF OTTER CREEK WARD 1,255,162,87,2022,governor
DUNN,TOWN OF PERU WARD 1,108,73,34,2022,governor
DUNN,TOWN OF RED CEDAR WARDS 1-4,1166,704,448,2022,governor
DUNN,TOWN OF ROCK CREEK WARDS 1-2,461,271,184,2022,governor
DUNN,TOWN OF SAND CREEK WARD 1,255,155,96,2022,governor
DUNN,TOWN OF SHERIDAN WARD 1,225,152,69,2022,governor
DUNN,TOWN OF SHERMAN WARDS 1-2,470,307,161,2022,governor
DUNN,TOWN OF SPRING BROOK WARDS 1-3,826,508,304,2022,governor
DUNN,TOWN OF STANTON WARD 1,395,251,143,2022,governor
DUNN,TOWN OF TAINTER WARDS 1-4,1357,733,611,2022,governor
DUNN,TOWN OF TIFFANY WARDS 1-2,281,203,75,2022,governor
DUNN,TOWN OF WESTON WARDS 1-2,256,156,99,2022,governor
DUNN,TOWN OF WILSON WARD 1,246,143,98,2022,governor
DUNN,VILLAGE OF BOYCEVILLE WARDS 1-2,374,226,140,2022,governor
DUNN,VILLAGE OF COLFAX WARDS 1-2,427,208,207,2022,governor
DUNN,VILLAGE OF DOWNING WARD 1,100,71,26,2022,governor
DUNN,VILLAGE OF ELK MOUND WARD 1,333,180,148,2022,governor
DUNN,VILLAGE OF KNAPP WARD 1,184,133,46,2022,governor
DUNN,VILLAGE OF RIDGELAND WARD 1,95,53,41,2022,governor
DUNN,VILLAGE OF WHEELER WARD 1,80,47,30,2022,governor
DUNN,CITY OF MENOMONIE WARDS 1-2,1210,538,662,2022,governor
DUNN,CITY OF MENOMONIE WARDS 3-4,844,316,517,2022,governor
DUNN,"CITY OF MENOMONIE WARDS 5,7",595,185,401,2022,governor
DUNN,CITY OF MENOMONIE WARD 6,532,185,340,2022,governor
DUNN,CITY OF MENOMONIE WARDS 8-9,857,346,499,2022,governor
DUNN,CITY OF MENOMONIE WARDS 10-11,1304,455,831,2022,governor
EAU CLAIRE,TOWN OF BRIDGE CREEK WARDS 1-3,581,360,213,2022,governor
EAU CLAIRE,TOWN OF BRUNSWICK WARDS 1-2,1050,553,484,2022,governor
EAU CLAIRE,TOWN OF CLEAR CREEK WARDS 1-2,400,257,138,2022,governor
EAU CLAIRE,TOWN OF DRAMMEN WARD 1,407,253,149,2022,governor
EAU CLAIRE,TOWN OF FAIRCHILD WARD 1,128,88,39,2022,governor
EAU CLAIRE,TOWN OF LINCOLN WARDS 1-2,580,373,201,2022,governor
EAU CLAIRE,TOWN OF LUDINGTON WARDS 1-2,551,337,207,2022,governor
EAU CLAIRE,TOWN OF OTTER CREEK WARD 1,211,133,71,2022,governor
EAU CLAIRE,TOWN OF PLEASANT VALLEY WARDS 1-5,2256,1243,993,2022,governor
EAU CLAIRE,"TOWN OF SEYMOUR WARDS 1,2,3,4,5",1818,972,831,2022,governor
EAU CLAIRE,TOWN OF UNION WARDS 1-5,1332,674,646,2022,governor
EAU CLAIRE,"TOWN OF WASHINGTON WARDS 1,6-9,13-15,18-19,21-22",2172,1100,1057,2022,governor
EAU CLAIRE,"TOWN OF WASHINGTON WARDS 2-5,10-12,16-17,20",1851,883,950,2022,governor
EAU CLAIRE,TOWN OF WILSON WARD 1,172,125,46,2022,governor
EAU CLAIRE,VILLAGE OF FAIRCHILD WARD 1,143,85,55,2022,governor
EAU CLAIRE,VILLAGE OF FALL CREEK WARDS 1-2,664,350,304,2022,governor
EAU CLAIRE,VILLAGE OF LAKE HALLIE WARD 11,0,0,0,2022,governor
EAU CLAIRE,CITY OF ALTOONA WARDS 1-14,3875,1616,2217,2022,governor
EAU CLAIRE,CITY OF AUGUSTA WARDS 1-5,546,312,211,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 1,436,105,322,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 2,372,76,295,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 3,655,129,518,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 4,351,122,226,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 5,374,84,288,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 6,366,89,272,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 7,443,133,305,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 8,700,244,445,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 9,395,103,282,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 10,451,178,268,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 11,780,346,425,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 12,690,294,389,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 13,619,230,380,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 14,799,346,447,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 15,535,200,326,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 17,583,225,352,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 18,595,245,349,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 19,449,192,253,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 20,971,202,751,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 21,421,120,296,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 22,417,163,252,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 23,536,222,309,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 24,548,97,448,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 25,685,222,463,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 26,597,237,358,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 27,552,206,341,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 28,505,191,306,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 29,516,180,334,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 30,451,143,305,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 31,443,83,350,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 32,587,172,407,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 33,423,176,242,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 34,345,112,229,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 35,508,168,336,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 36,386,173,210,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 37,652,276,370,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 38,348,135,211,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 39,699,278,411,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 42,499,209,284,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 43,378,135,242,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 44,0,0,0,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 45,489,189,297,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 46,480,154,313,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 47,461,201,257,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 48,247,97,147,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 49,266,98,165,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 50,526,81,441,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 51,644,143,495,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 52,417,107,302,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 53,641,252,383,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 54,371,139,222,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 55,709,259,442,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 56,408,130,274,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 57,297,99,194,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 58,462,172,287,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 59,591,191,393,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 60,565,189,363,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 61,307,90,210,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 62,354,140,210,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 63,0,0,0,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 65,0,0,0,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 66,76,27,49,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 67,0,0,0,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 68,2,1,1,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 69,44,21,23,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 70,306,120,186,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 71,0,0,0,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 72,1,1,0,2022,governor
EAU CLAIRE,CITY OF EAU CLAIRE WARD 73,0,0,0,2022,governor
FLORENCE,TOWN OF AURORA WARDS 1-3,495,364,126,2022,governor
FLORENCE,TOWN OF COMMONWEALTH WARDS 1-4,213,157,56,2022,governor
FLORENCE,TOWN OF FENCE WARD 1,114,93,19,2022,governor
FLORENCE,TOWN OF FERN WARD 1,119,97,21,2022,governor
FLORENCE,TOWN OF FLORENCE WARDS 1-7,1143,795,335,2022,governor
FLORENCE,TOWN OF HOMESTEAD WARD 1,225,169,55,2022,governor
FLORENCE,TOWN OF LONG LAKE WARD 1,114,83,30,2022,governor
FLORENCE,TOWN OF TIPLER WARD 1,94,80,13,2022,governor
FOND DU LAC,TOWN OF ALTO WARDS 1-2,583,496,81,2022,governor
FOND DU LAC,TOWN OF ASHFORD WARDS 1-3,993,786,199,2022,governor
FOND DU LAC,TOWN OF AUBURN WARDS 1-3,1437,1166,258,2022,governor
FOND DU LAC,TOWN OF BYRON WARDS 1-2,956,724,227,2022,governor
FOND DU LAC,TOWN OF CALUMET WARDS 1-2,806,596,207,2022,governor
FOND DU LAC,TOWN OF EDEN WARDS 1-3,613,486,121,2022,governor
FOND DU LAC,TOWN OF ELDORADO WARDS 1-3,804,600,199,2022,governor
FOND DU LAC,TOWN OF EMPIRE WARDS 1-4,1688,1120,554,2022,governor
FOND DU LAC,"TOWN OF FOND DU LAC WARDS 1,2-9",2032,1294,715,2022,governor
FOND DU LAC,TOWN OF FOREST WARDS 1-2,596,477,114,2022,governor
FOND DU LAC,TOWN OF FRIENDSHIP WARDS 1-3,1195,825,360,2022,governor
FOND DU LAC,TOWN OF LAMARTINE WARDS 1-2,996,725,258,2022,governor
FOND DU LAC,TOWN OF MARSHFIELD WARDS 1-2,633,484,147,2022,governor
FOND DU LAC,TOWN OF METOMEN WARDS 1-2,376,270,98,2022,governor
FOND DU LAC,TOWN OF OAKFIELD WARDS 1-2,378,282,92,2022,governor
FOND DU LAC,TOWN OF OSCEOLA WARDS 1-2,1099,866,223,2022,governor
FOND DU LAC,TOWN OF RIPON WARDS 1-2,730,478,246,2022,governor
FOND DU LAC,TOWN OF ROSENDALE WARD 1,380,273,107,2022,governor
FOND DU LAC,TOWN OF SPRINGVALE WARD 1,387,293,86,2022,governor
FOND DU LAC,TOWN OF TAYCHEEDAH WARDS 1-6,2776,1891,870,2022,governor
FOND DU LAC,TOWN OF WAUPUN WARDS 1-2,788,609,173,2022,governor
FOND DU LAC,VILLAGE OF BRANDON WARD 1,428,295,123,2022,governor
FOND DU LAC,VILLAGE OF CAMPBELLSPORT WARDS 1-4,894,638,249,2022,governor
FOND DU LAC,VILLAGE OF EDEN WARD 1,347,264,81,2022,governor
FOND DU LAC,VILLAGE OF FAIRWATER WARD 1,163,121,41,2022,governor
FOND DU LAC,VILLAGE OF KEWASKUM WARD 6,0,0,0,2022,governor
FOND DU LAC,VILLAGE OF MOUNT CALVARY WARD 1,280,212,68,2022,governor
FOND DU LAC,"VILLAGE OF NORTH FOND DU LAC WARDS 1,2,3,4,5,6,7",1949,1014,910,2022,governor
FOND DU LAC,VILLAGE OF OAKFIELD WARDS 1-2,539,364,168,2022,governor
FOND DU LAC,VILLAGE OF ROSENDALE WARDS 1-2,512,365,141,2022,governor
FOND DU LAC,VILLAGE OF ST. CLOUD WARD 1,271,197,70,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 1,484,254,227,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 2,455,206,242,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 3,903,465,432,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 4,515,272,228,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 5,1132,538,581,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 6,587,312,267,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 7,577,333,235,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 8,763,389,361,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 9,506,220,275,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 10,758,408,339,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 11,389,167,217,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 12,849,429,401,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 13,419,217,192,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 14,634,361,271,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 15,733,435,297,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 16,937,490,440,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 17,999,570,421,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 18,1353,810,535,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 19,551,288,256,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 20,1070,564,498,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 21,920,465,445,2022,governor
FOND DU LAC,CITY OF FOND DU LAC WARD 22,797,461,329,2022,governor
FOND DU LAC,CITY OF RIPON WARDS 1-3,832,463,357,2022,governor
FOND DU LAC,CITY OF RIPON WARDS 4-6,780,379,394,2022,governor
FOND DU LAC,"CITY OF RIPON WARDS 7,8",679,366,303,2022,governor
FOND DU LAC,CITY OF RIPON WARDS 9-11,850,429,408,2022,governor
FOND DU LAC,"CITY OF WAUPUN WARDS 9,10,11,12",1617,1140,461,2022,governor
FOREST,TOWN OF ALVIN WARD 1,96,72,21,2022,governor
FOREST,"TOWN OF ARGONNE WARDS 1,2",254,179,72,2022,governor
FOREST,TOWN OF ARMSTRONG CREEK WARD 1,227,161,63,2022,governor
FOREST,TOWN OF BLACKWELL WARD 1,56,41,13,2022,governor
FOREST,TOWN OF CASWELL WARD 1,50,38,10,2022,governor
FOREST,"TOWN OF CRANDON WARDS 1,2",284,190,91,2022,governor
FOREST,TOWN OF FREEDOM WARD 1,236,157,76,2022,governor
FOREST,TOWN OF HILES WARD 1,229,152,76,2022,governor
FOREST,TOWN OF LAONA WARDS 1-4,548,347,194,2022,governor
FOREST,TOWN OF LINCOLN WARDS 1-5,474,257,209,2022,governor
FOREST,TOWN OF NASHVILLE WARDS 1-3,331,164,159,2022,governor
FOREST,TOWN OF NASHVILLE WARDS 4-5,232,154,75,2022,governor
FOREST,TOWN OF POPPLE RIVER WARD 1,25,17,8,2022,governor
FOREST,TOWN OF ROSS WARD 1,78,67,9,2022,governor
FOREST,"TOWN OF WABENO WARDS 1,2,3,4",391,233,153,2022,governor
FOREST,CITY OF CRANDON WARDS 1-4,679,441,223,2022,governor
GRANT,TOWN OF BEETOWN WARDS 1-2,272,203,68,2022,governor
GRANT,TOWN OF BLOOMINGTON WARD 1,172,112,57,2022,governor
GRANT,TOWN OF BOSCOBEL WARDS 1-3,170,90,76,2022,governor
GRANT,TOWN OF CASSVILLE WARDS 1-2,173,128,43,2022,governor
GRANT,TOWN OF CASTLE ROCK WARD 1,130,78,51,2022,governor
GRANT,TOWN OF CLIFTON WARD 1,109,55,52,2022,governor
GRANT,TOWN OF ELLENBORO WARD 1,269,187,81,2022,governor
GRANT,TOWN OF FENNIMORE WARDS 1-2,204,115,87,2022,governor
GRANT,TOWN OF GLEN HAVEN WARD 1,166,125,41,2022,governor
GRANT,TOWN OF HARRISON WARD 1,265,169,92,2022,governor
GRANT,TOWN OF HAZEL GREEN WARDS 1-2,493,248,236,2022,governor
GRANT,TOWN OF HICKORY GROVE WARD 1,147,85,57,2022,governor
GRANT,TOWN OF JAMESTOWN WARDS 1-3,1015,632,374,2022,governor
GRANT,TOWN OF LIBERTY WARD 1,199,144,51,2022,governor
GRANT,TOWN OF LIMA WARD 1,337,191,142,2022,governor
GRANT,TOWN OF LITTLE GRANT WARD 1,132,91,39,2022,governor
GRANT,TOWN OF MARION WARD 1,203,132,70,2022,governor
GRANT,TOWN OF MILLVILLE WARD 1,76,42,33,2022,governor
GRANT,TOWN OF MOUNT HOPE WARD 1,82,56,25,2022,governor
GRANT,TOWN OF MOUNT IDA WARD 1,218,142,72,2022,governor
GRANT,TOWN OF MUSCODA WARD 1,275,169,103,2022,governor
GRANT,TOWN OF NORTH LANCASTER WARD 1,257,162,90,2022,governor
